"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main.x","n_offres","sector_main","avg_req_exp","top_skill_req","avg_wage","addr_dept_main.y"
"activ'inside",3,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Beychac et Caillau",33,NA,NA,NA,NA,NA,NA
"actronika",2,"A61H","PHYSICAL THERAPY APPARATUS","H02K","e.g. DEVICES FOR LOCATING OR STIMULATING REFLEX POINTS IN THE BODY; ARTIFICIAL RESPIRATION; MASSAGE; BATHING DEVICES FOR SPECIAL THERAPEUTIC OR HYGIENIC PURPOSES OR SPECIFIC PARTS OF THE BODY (electrotherapy","Paris",75,NA,NA,NA,NA,NA,NA
"acustis",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"acxys technologies",2,"A47G","HOUSEHOLD OR TABLE EQUIPMENT (book-ends A47B0065000000; knives B26B)","C03C","CHEMICAL COMPOSITION OF GLASSES","Saint Martin le Vinoux",38,NA,NA,NA,NA,NA,NA
"ad nucleis",1,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus",NA,NA,"Grezieu la Varenne",69,NA,NA,NA,NA,NA,NA
"ad systems",3,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","F16L","e.g. BAGS","Saint Andre sur Orne",14,NA,NA,NA,NA,NA,NA
"ad venta",2,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES","F17C","CABLES OR PROTECTIVE TUBING; MEANS FOR THERMAL INSULATION IN GENERAL","Bourg de Peage",26,NA,NA,NA,NA,NA,NA
"ad-hoc scientific",3,"A61J","CONTAINERS SPECIALLY ADAPTED FOR MEDICAL OR PHARMACEUTICAL PURPOSES; DEVICES OR METHODS SPECIALLY ADAPTED FOR BRINGING PHARMACEUTICAL PRODUCTS INTO PARTICULAR PHYSICAL OR ADMINISTERING FORMS; DEVICES FOR ADMINISTERING FOOD OR MEDICINES ORALLY; BABY COMFORTERS; DEVICES FOR RECEIVING SPITTLE","A61M","DEVICES FOR INTRODUCING MEDIA INTO","Rohrwiller",67,NA,NA,NA,NA,NA,NA
"ad-venta",1,"F17C","VESSELS FOR CONTAINING OR STORING COMPRESSED",NA,NA,"Chateauneuf sur Isere",26,NA,NA,NA,NA,NA,NA
"adare pharmaceuticals",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Houdan",78,NA,NA,NA,NA,NA,NA
"adc europe nv",2,"H02G","INSTALLATION OF ELECTRIC CABLES OR LINES","H04Q","OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES (insulated conductors or cables with arrangements for facilitating mounting or securing H01B0007400000; distribution points incorporating switches H02B; guiding telephone cords H04M0001150000; cable ducts or mountings for telephone or telegraph exchange installations H04Q0001060000)","Lisses",91,NA,NA,NA,NA,NA,NA
"adda, jean-marc",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61M","e.g. G01N0033480000)","Boulogne Billancourt",92,NA,NA,NA,NA,NA,NA
"addbike",2,"B62B","HAND-PROPELLED VEHICLES","B62K","e.g. HAND CARTS OR PERAMBULATORS; SLEDGES (characterised by animal propulsion B62C; propulsion of sledges by driver or engine B62M)","Lyon",69,NA,NA,NA,NA,NA,NA
"additif",4,"B65H","HANDLING THIN OR FILAMENTARY MATERIAL","B65B","MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS; UNPACKING (bundling and pressing devices for cigars A24C0001440000; paper-bag holders as shop or office accessories A47F0013080000; apparatus for coating, e.g. by dipping, B05C; devices for tensioning and securing binders adapted to be supported by the article or articles to be bound B25B; nailing or stapling devices B25C, B27F; inserting documents in envelopes and closing the latter B43M0003000000, B43M0005000000; labelling B65C; wrappers, containers or other packaging elements, e.g. binders, closures, protective caps, B65D; transport or storage devices B65G; devices for handling sheets or webs of interest apart from their application in packaging machines B65H; applying closure members to bottles, jars or similar containers B67B; hand- or power-operated devices not attached to, or not incorporated in, containers or container closures for opening closed containers B67B0007000000; packaging of matches C06F; wrapping sugar during manufacture C13B0045020000; packaging of ammunition or explosive charges F42B0039000000; making containers or receptacles, see the appropriate subclasses);","Foucherans",39,NA,NA,NA,NA,NA,NA
"addup",19,"B22F","WORKING METALLIC POWDER; MANUFACTURE OF ARTICLES FROM METALLIC POWDER; MAKING METALLIC POWDER (processes or devices for granulating materials in general B01J0002000000; making ceramics by compacting or sintering C04B","B23K","SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY, e.g. FLAME CUTTING; WORKING BY LASER BEAM (making metal-coated products by extruding metal B21C0023220000; building up linings or coverings by casting B22D0019080000; casting by dipping B22D0023040000; manufacture of composite layers by sintering metal powder B22F0007000000; arrangements on machine tools for copying or controlling B23Q; covering metals or covering materials with metals, not otherwise provided for C23C; burners F23D)","Cebazat",63,NA,NA,NA,NA,NA,NA
"adele h.",1,"G10H","ELECTROPHONIC MUSICAL INSTRUMENTS; INSTRUMENTS IN WHICH THE TONES ARE GENERATED BY ELECTROMECHANICAL MEANS OR ELECTRONIC GENERATORS",NA,NA,"Lyon",69,NA,NA,NA,NA,NA,NA
"adeos",2,"E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS","E05C","BOLTS OR FASTENING DEVICES FOR WINGS","Sainte Marie",35,NA,NA,NA,NA,NA,NA
"adesto technologies france",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Corbeil Essonnes",91,NA,NA,NA,NA,NA,NA
"adetel equipment",3,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000","H02J","B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000","ecully",69,NA,NA,NA,NA,NA,NA
"adetel transportation solution",2,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000","H02J","B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000","ecully",69,NA,NA,NA,NA,NA,NA
"adeunis rf",2,"G10L","SPEECH ANALYSIS OR SYNTHESIS; SPEECH RECOGNITION; AUDIO ANALYSIS OR PROCESSING",NA,NA,"Crolles",38,NA,NA,NA,NA,NA,NA
"adhetec",1,"B65C","LABELLING OR TAGGING MACHINES",NA,NA,"Tarbes",65,NA,NA,NA,NA,NA,NA
"adhex technologies",7,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","B25B","OR PREVENTING COLLAPSING OF","Chenove",21,NA,NA,NA,NA,NA,NA
"adial",2,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","B65G","e.g. BAGS","Lisieux",14,NA,NA,NA,NA,NA,NA
"adiamas",4,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES","B02C","CRUSHING","Palladuc",63,NA,NA,NA,NA,NA,NA
"adimas",4,"B07C","POSTAL SORTING; SORTING INDIVIDUAL ARTICLES","B09B","OR BULK MATERIAL FIT TO BE SORTED PIECE-MEAL","Plaisir",78,NA,NA,NA,NA,NA,NA
"adinox",1,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Oudalle",76,NA,NA,NA,NA,NA,NA
"adionics",7,"B01D","SEPARATION (separating solids from solids by wet methods B03B","C02F","B03D","Paris",75,NA,NA,NA,NA,NA,NA
"adisseo france",19,"C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000",NA,NA,"Antony",92,NA,NA,NA,NA,NA,NA
"adixen vacuum products",1,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Annecy",74,NA,NA,NA,NA,NA,NA
"adler",6,"E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS",NA,NA,"Moussy le Neuf",77,NA,NA,NA,NA,NA,NA
"adocia",18,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C08B","POLYSACCHARIDES; DERIVATIVES THEREOF (polysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages C07H; fermentation or enzyme-using processes C12P0019000000; sugar industry C13; production of cellulose D21)","Lyon",69,NA,NA,NA,NA,NA,NA
"adpuerivitam",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Antony",92,NA,NA,NA,NA,NA,NA
"ads design",1,"F21S","NON-PORTABLE LIGHTING DEVICES OR SYSTEMS THEREOF (burners F23D; electric aspects or elements",NA,NA,"Pertuis",84,NA,NA,NA,NA,NA,NA
"adsm",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Wettolsheim",68,NA,NA,NA,NA,NA,NA
"adulis",1,"H01F","MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES (ceramics based on ferrites C04B0035260000; alloys C22C; thermomagnetic devices H01L0037000000; loudspeakers",NA,NA,"Issoudun",36,NA,NA,NA,NA,NA,NA
"adv tech",2,"B63H","MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000; peculiar to submarines",NA,NA,"Merignac",33,NA,NA,NA,NA,NA,NA
"advanced accelerator applications",9,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Saint Genis Pouilly",16,NA,NA,NA,NA,NA,NA
"advanced aerodynamic vessels",1,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Nantes",44,NA,NA,NA,NA,NA,NA
"advanced biodesign",6,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000, C25B0007000000)","Saint Priest",69,NA,NA,NA,NA,NA,NA
"advanced chitosan solutions biotech",2,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION","C08L","STERILISATION","Villeurbanne",69,NA,NA,NA,NA,NA,NA
"advanced comfort systems france sas - acs france",34,"B60J","WINDOWS",NA,NA,"Bressuire",79,NA,NA,NA,NA,NA,NA
"advanced comfort systems france sas acs france",1,"B60J","WINDOWS",NA,NA,"Bressuire",79,NA,NA,NA,NA,NA,NA
"advanced echo technology",3,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","B25J","e.g. G01N0033480000)","Huisseau en Beauce",41,NA,NA,NA,NA,NA,NA
"advanced electrical tools",2,"B23B","TURNING; BORING (using an electrode which takes the place of a tool B23H","B23C","e.g. making holes B23H0009140000; working by laser beam B23K0026000000; arrangements for copying or controlling B23Q)","Seclin",59,NA,NA,NA,NA,NA,NA
"advanced nano industry",1,"C01B","NON-METALLIC ELEMENTS; COMPOUNDS THEREOF (fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000;  production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)",NA,NA,"Clichy",92,NA,NA,NA,NA,NA,NA
"advanced track & trace",6,"B42D","BOOKS; BOOK COVERS; LOOSE LEAVES; PRINTED MATTER OF SPECIAL FORMAT OR STYLE NOT OTHERWISE PROVIDED FOR; DEVICES FOR USE THEREWITH; MOVABLE-STRIP WRITING OR READING APPARATUS (book stands A47B; reading desks A47B0019000000; book rests A47B0023000000)",NA,NA,"Rueil Malmaison",92,NA,NA,NA,NA,NA,NA
"advanced wireless solutions and services",1,"H03F","AMPLIFIERS (measuring",NA,NA,"Le Bouscat",33,NA,NA,NA,NA,NA,NA
"adventys",2,"A47F","SPECIAL FURNITURE","A47J","FITTINGS","Seurre",21,NA,NA,NA,NA,NA,NA
"aelis farma",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Bordeaux",33,NA,NA,NA,NA,NA,NA
"aeml",5,"B01F","MIXING",NA,NA,"Meung sur Loire",45,NA,NA,NA,NA,NA,NA
"aenitis technologies",5,"A61M","DEVICES FOR INTRODUCING MEDIA INTO","B01D","OR ONTO","Mitry Mory",77,NA,NA,NA,NA,NA,NA
"aer",1,"F16K","VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING",NA,NA,"Chevilly Larue",94,NA,NA,NA,NA,NA,NA
"aerazur",11,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES","B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS","Caudebec les Elbeuf",76,NA,NA,NA,NA,NA,NA
"aereco",2,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS","F16K","VEHICLES","La Vallee",77,NA,NA,NA,NA,NA,NA
"aeriel",2,"H03M","CODING","H04N","DECODING OR CODE CONVERSION","Montelier",26,NA,NA,NA,NA,NA,NA
"aerolia",1,"B23K","SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY",NA,NA,"Toulouse",31,NA,NA,NA,NA,NA,NA
"aerophonoscope",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Plemet",22,NA,NA,NA,NA,NA,NA
"aeroports de paris",2,"B64F","GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS","B65G","TRANSPORT OR STORAGE DEVICES","Paris",75,NA,NA,NA,NA,NA,NA
"aerovia",1,"H01S","DEVICES USING STIMULATED EMISSION",NA,NA,"Reims",51,NA,NA,NA,NA,NA,NA
"aes chemunex",1,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus",NA,NA,"Combourg",35,NA,NA,NA,NA,NA,NA
"aet group",3,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C01B","e.g. CATALYSIS","Gilette",68,NA,NA,NA,NA,NA,NA
"affaticati, jean-luc",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Divonne les Bains",12,NA,NA,NA,NA,NA,NA
"affichem",8,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS","Toulouse",31,NA,NA,NA,NA,NA,NA
"affiliated computer services solutions france",1,"E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS",NA,NA,"Guilherand Granges",75,NA,NA,NA,NA,NA,NA
"affilogic",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Nantes",44,NA,NA,NA,NA,NA,NA
"afi centrifuge",2,"B04B","CENTRIFUGES (high-speed drum mills B02C0019110000)",NA,NA,"Chateau Gontier",53,NA,NA,NA,NA,NA,NA
"afield sustainable innovations",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Antony",92,NA,NA,NA,NA,NA,NA
"afitex international",8,"B09B","DISPOSAL OF SOLID WASTE",NA,NA,"Chartres",28,NA,NA,NA,NA,NA,NA
"afl foessel",4,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS","A01K","ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS","Amilly",45,NA,NA,NA,NA,NA,NA
"afyren",8,"C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000","C05F","ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES ; C05B, C05C, e.g. FERTILISERS FROM WASTE OR REFUSE","Saint Beauzire",63,NA,NA,NA,NA,NA,NA
"agach, mickael ange",1,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Saint Ouen",93,NA,NA,NA,NA,NA,NA
"agapea solutions",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Gundolsheim",68,NA,NA,NA,NA,NA,NA
"agarik",2,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Saint Ouen",93,NA,NA,NA,NA,NA,NA
"agatec",1,"G01C","MEASURING DISTANCES",NA,NA,"Le Mesnil le Roi",78,NA,NA,NA,NA,NA,NA
"agath",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Rillieux la Pape",69,NA,NA,NA,NA,NA,NA
"agco",12,"A01B","SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS","B60K","ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS; AUXILIARY DRIVES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING, AIR INTAKE, GAS EXHAUST, OR FUEL SUPPLY, OF PROPULSION UNITS, IN VEHICLES","Beauvais",60,NA,NA,NA,NA,NA,NA
"agefpi",4,"B01D","SEPARATION (separating solids from solids by wet methods B03B","D21F","B03D","Saint Martin d Heres",38,NA,NA,NA,NA,NA,NA
"agence conseil pour la phytotherapie et l'aromatherapie",4,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","A01P","e.g. AS DISINFECTANTS","Cabris",65,NA,NA,NA,NA,NA,NA
"agence nationale de recherches sur le sida et les hepatitis",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"agence nationale pour la formation professionnelle des adultes - afpa",2,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING","H04N","OR COMMUNICATING WITH","Montreuil",93,NA,NA,NA,NA,NA,NA
"agence nationale pour la gestion des dechets radioactifs",7,"E21D","SHAFTS; TUNNELS; GALLERIES; LARGE UNDERGROUND CHAMBERS (soil-conditioning or soil-stabilising materials C09K0017000000; cutting machines for mining or quarrying E21C; safety devices",NA,NA,"Chatenay Malabry",92,NA,NA,NA,NA,NA,NA
"agence spatiale europeenne",22,"H01Q","AERIALS (microwave radiators for near-field therapeutic treatment A61N0005040000; apparatus for testing aerials or for measuring aerial characteristics G01R; waveguides H01P; radiators or aerials for microwave heating H05B0006720000)","H04B","TRANSMISSION (transmission systems for measured values, control or similar signals G08C; speech analysis or synthesis G10L; coding, decoding or code conversion, in general H03M; broadcast communication H04H; multiplex systems H04J; secret communication H04K; transmission of digital information H04L; wireless communication networks H04W)","Paris",75,NA,NA,NA,NA,NA,NA
"ageneau, jean-luc",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Le Boupere",85,NA,NA,NA,NA,NA,NA
"aghilone, marcello",2,"B60C","VEHICLE TYRES (manufacture","F17C","repairing B29); TYRE INFLATION; TYRE CHANGING; CONNECTING VALVES TO INFLATABLE ELASTIC BODIES IN GENERAL; DEVICES OR ARRANGEMENTS RELATED TO TYRES (testing of tyres G01M0017020000)","Pezenas",34,NA,NA,NA,NA,NA,NA
"agile power switch 3d - integration apsi3d",4,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Tarbes",65,NA,NA,NA,NA,NA,NA
"agilit",1,"B26B","HAND-HELD CUTTING TOOLS NOT OTHERWISE PROVIDED FOR (for harvesting A01D; for horticulture",NA,NA,"Rennes",35,NA,NA,NA,NA,NA,NA
"agrauxine",4,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","A01N","FLOWERS","Beaucouze",49,NA,NA,NA,NA,NA,NA
"agreenculture",1,"G01C","MEASURING DISTANCES",NA,NA,"Ramonville Saint Agne",31,NA,NA,NA,NA,NA,NA
"agri-esprit",2,"A01B","SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS","A01D","DETAILS","Strasbourg",67,NA,NA,NA,NA,NA,NA
"agricool",2,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"La Courneuve",76,NA,NA,NA,NA,NA,NA
"agrilogic systemes",1,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"Noumea",98,NA,NA,NA,NA,NA,NA
"agrithermic",1,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"Le Bourget du Lac",73,NA,NA,NA,NA,NA,NA
"agro industrie recherches et developpements",3,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","C07C","e.g. AS DISINFECTANTS","Pomacle",51,NA,NA,NA,NA,NA,NA
"agro industrie recherches et developpements a.r.d.",2,"A23P","SHAPING OR WORKING OF FOODSTUFFS","B01J","NOT FULLY COVERED BY A SINGLE OTHER SUBCLASS (shaping substances in a plastic state in general B29C)","Pomacle",51,NA,NA,NA,NA,NA,NA
"agro industries recherche et developpement",5,"C08H","DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS (polysaccharides C08B; natural rubber C08C; natural resins or their derivatives C09F; working up pitch","B01D","SEPARATION (separating solids from solids by wet methods B03B, B03D, by pneumatic jigs or tables B03B, by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges B04B; presses per se for squeezing-out liquid from liquid-containing material B30B0009020000)","Pomacle",51,NA,NA,NA,NA,NA,NA
"agro innovation international",20,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES",NA,NA,"Saint Malo",35,NA,NA,NA,NA,NA,NA
"agronutrition",12,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES",NA,NA,"Carbonne",31,NA,NA,NA,NA,NA,NA
"agroparistech",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"agrosolutions",2,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS","A01N","FISHES","Paris",75,NA,NA,NA,NA,NA,NA
