"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main"
"ecole centrale de nantes",14,"B22F","WORKING METALLIC POWDER; MANUFACTURE OF ARTICLES FROM METALLIC POWDER; MAKING METALLIC POWDER (processes or devices for granulating materials in general B01J0002000000; making ceramics by compacting or sintering C04B","B23K","e.g. C04B0035640000; for the production of metals as such","Nantes","44"
"ecole des hautes etudes en sante publique",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Rennes","35"
"ecole des hautes etudes en sciences sociales",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Paris","75"
"ecole des mines de nantes",4,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF","C08H","e.g. MORTARS","Nantes","44"
"ecole nat superieure arts et metiers ensam",2,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C02F","e.g. CATALYSIS","Chalons en Champagne","51"
"ecole nationale d'ingenieurs de brest",1,"H01P","WAVEGUIDES; RESONATORS",NA,NA,"Plouzane","29"
"ecole nationale d'ingenieurs de metz",1,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION",NA,NA,"Metz","57"
"ecole nationale d'ingenieurs de saint etienne",2,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","A61B","e.g. AS DISINFECTANTS","Saint etienne","42"
"ecole nationale d'ingenieurs de saint-etienne",3,"B23K","SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY","F01D","e.g. FLAME CUTTING; WORKING BY LASER BEAM (making metal-coated products by extruding metal B21C0023220000; building up linings or coverings by casting B22D0019080000; casting by dipping B22D0023040000; manufacture of composite layers by sintering metal powder B22F0007000000; arrangements on machine tools for copying or controlling B23Q; covering metals or covering materials with metals","Saint etienne","42"
"ecole nationale d'ingenieurs de tarbes",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Tarbes","65"
"ecole nationale de l'aviation civile",6,"G01C","MEASURING DISTANCES",NA,NA,"Toulouse","31"
"ecole nationale des ponts et chaussees",2,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","E01B","FLOWERS","La Vallee","77"
"ecole nationale des travaux publics de l'etat",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Vaulx en Velin","69"
"ecole nationale superieure d'arts et metiers",13,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation, heating, cooling, or air-conditioning B63J0002000000)","Paris","75"
"ecole nationale superieure d'arts et metiers ensam",2,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION","B64C","STERILISATION","Paris","75"
"ecole nationale superieure d'ingenieurs de caen",8,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C01B","e.g. CATALYSIS","Caen","14"
"ecole nationale superieure de ceramique industrielle",1,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF",NA,NA,"Limoges","87"
"ecole nationale superieure de chimie",19,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Montpellier","34"
"ecole nationale superieure de chimie de clermont ferrand",9,"C01B","NON-METALLIC ELEMENTS; COMPOUNDS THEREOF (fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000;  production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)","C01F","COMPOUNDS OF THE METALS BERYLLIUM","Aubiere","63"
"ecole nationale superieure de chimie de clermont ferrand, ensccf",3,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000","Aubiere","63"
"ecole nationale superieure de chimie de lille",4,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C07C","e.g. CATALYSIS","Villeneuve d Ascq","59"
"ecole nationale superieure de chimie de montpellier",84,"C08F","MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (production of liquid hydrocarbon mixtures from lower carbon number hydrocarbons","C08L","COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F, C08G; artificial filaments or fibres D01F; textile treating compositions D06)","Montpellier","34"
"ecole nationale superieure de chimie de montpellier - enscm",5,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION","A61P","STERILISATION","Montpellier","34"
"ecole nationale superieure de chimie de paris",7,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","B82Y","SPECIFIC USES OR APPLICATIONS OF NANO-STRUCTURES; MEASUREMENT OR ANALYSIS OF NANO-STRUCTURES; MANUFACTURE  OR TREATMENT OF NANO-STRUCTURES","Paris","75"
"ecole nationale superieure de chimie de paris - chimie paristech",2,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C07C","e.g. CATALYSIS","Paris","75"
"ecole nationale superieure de chimie de rennes",20,"B01J","CHEMICAL OR PHYSICAL PROCESSES",NA,NA,"Rennes","35"
"ecole nationale superieure de chimie montpellier",11,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C09D","COATING COMPOSITIONS","Montpellier","34"
"ecole nationale superieure de chimie paris",7,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris","75"
"ecole nationale superieure de creation industriell",2,"A45B","WALKING STICKS (walking aids","A45C","e.g. sticks","Paris","75"
"ecole nationale superieure de l'electronique et de ses applications",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Cergy","95"
"ecole nationale superieure de mecanique aerotechnique",1,"F01D","NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES",NA,NA,"Chasseneuil","86"
"ecole nationale superieure de mecanique et des microtechniques",6,"H03H","IMPEDANCE NETWORKS",NA,NA,"Besancon","25"
"ecole nationale superieure de techniques avancees",3,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","H01S","e.g. G01N0033480000)","Palaiseau","75"
"ecole nationale superieure de techniques avancees bretagne",1,"G01C","MEASURING DISTANCES",NA,NA,"Brest","29"
"ecole nationale superieure des arts decoratifs",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","D21J","e.g. G01N0033480000)","Paris","75"
"ecole nationale superieure des mines d'albi-carmaux",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","H01M","B03D","Albi","81"
"ecole nationale superieure des sciences agronomiques de bordeaux-aquitaine",2,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","A61P","FLOWERS","Gradignan","33"
"ecole nationale travaux publics de l'etat",3,"B81C","PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICRO-STRUCTURAL DEVICES OR SYSTEMS (making microcapsules or microballoons B01J0013020000; processes or apparatus specially adapted for the manufacture or treatment of piezo-electric","H01J","electrostrictive or magnetostrictive elements per seH01L0041220000)","Vaulx en Velin","69"
"ecole nationale veterinaire",2,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION","A61P","STERILISATION","Nantes","44"
"ecole nationale veterinaire d'alfort",3,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","A61M","DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY (introducing media into or onto the bodies of animals A61D0007000000; means for inserting tampons A61F0013260000; devices for administering food or medicines orally A61J; containers for collecting, storing or administering blood or medical fluids A61J0001050000); DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY (surgery A61B; chemical aspects of surgical articles A61L; magnetotherapy using magnetic elements placed within the body A61N0002100000); DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR","Maisons Alfort","94"
"ecole nationale veterinaire de toulouse",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000","Toulouse","31"
"ecole nationale veterinaire, agroalimentaire et de l'alimentation, nantes-atlantique",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","G09B","B03D","Nantes","44"
"ecole normale superieure",19,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus",NA,NA,"Paris","75"
"ecole normale superieure de cachan",34,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","C07D","e.g. G01N0033480000)","Cachan","94"
"ecole normale superieure de lyon",34,"C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","Lyon","69"
"ecole normale superieure de paris",12,"B01J","CHEMICAL OR PHYSICAL PROCESSES",NA,NA,"Paris","75"
"ecole normale superieure de rennes",1,"B23K","SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY",NA,NA,"Bruz","35"
"ecole normale superieure paris-saclay",4,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61M","DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY (introducing media into or onto the bodies of animals A61D0007000000; means for inserting tampons A61F0013260000; devices for administering food or medicines orally A61J; containers for collecting, storing or administering blood or medical fluids A61J0001050000); DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY (surgery A61B; chemical aspects of surgical articles A61L; magnetotherapy using magnetic elements placed within the body A61N0002100000); DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR","Cachan","94"
"ecole polytechnique",95,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets","H01J","ELECTRIC DISCHARGE TUBES OR DISCHARGE LAMPS (spark-gaps H01T; arc lamps with consumable electrodes H05B; particle accelerators H05H)","Palaiseau","91"
"ecole polytechnique / dgar",1,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus",NA,NA,"Palaiseau","91"
"ecole polytechnique paris tech",3,"H01J","ELECTRIC DISCHARGE TUBES OR DISCHARGE LAMPS (spark-gaps H01T; arc lamps with consumable electrodes H05B; particle accelerators H05H)","H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets","Palaiseau","91"
"ecole pratique des hautes etudes",13,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","A47D","FURNITURE SPECIALLY ADAPTED FOR CHILDREN (school benches or desks A47B0039000000, A47B0041000000)","Paris","75"
"ecole superieure d'electricite",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Gif sur Yvette","91"
"ecole superieure de chimie physique electronique de lyon",15,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C07C","e.g. CATALYSIS","Villeurbanne","69"
"ecole superieure de chimie-physique-electronic de lyon",6,"C08F","MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (production of liquid hydrocarbon mixtures from lower carbon number hydrocarbons",NA,NA,"Villeurbanne","69"
"ecole superieure de physique et chimie industrielles de la ville de paris",9,"B01F","MIXING","C08F","e.g. DISSOLVING","Paris","75"
"ecole superieure de physique et de chimie industrielles de la ville de paris",110,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Paris","75"
"ecole superieure electronique de l'ouest",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","H01Q","e.g. G01N0033480000)","Angers","49"
"ecolog innovation",1,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Henin Beaumont","62"
"ecomesure",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Saclay","91"
"econ'o",1,"H03K","PULSE TECHNIQUE (measuring pulse characteristics G01R; mechanical counters having an electrical input G06M; information storage devices in general G11; sample-and-hold arrangements in electric analogue stores G11C0027020000; construction of switches involving contact making and breaking for generation of pulses",NA,NA,"La Rochelle","17"
"ecopra",1,"B01F","MIXING",NA,NA,"La Chaise Dieu","43"
"ecosystem",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Patay","45"
"ecoval environnement",6,"B09B","DISPOSAL OF SOLID WASTE","A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION, STERILISATION, OR DEODORISATION OF AIR; CHEMICAL ASPECTS OF BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES; MATERIALS FOR BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES (preservation of bodies or disinfecting characterised by the agent employed A01N; preserving, e.g. sterilising, food or foodstuffs A23; preparations for medical, dental or toilet purposes A61K)","Lognes","77"
"ecovegetal",1,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"Broue","28"
"edap tms france",12,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61N","ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY (measurement of bioelectric currents A61B; surgical instruments, devices or methods for transferring non-mechanical forms of energy to or from the body A61B0018000000; anaesthetic apparatus in general A61M; incandescent lamps H01K; infra-red radiators for heating H05B)","Vaulx en Velin","69"
"edelris",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Lyon","69"
"eden microfluidics",1,"B01J","CHEMICAL OR PHYSICAL PROCESSES",NA,NA,"Paris","75"
"edena",4,"A61G","TRANSPORT","B62B","HAND-PROPELLED VEHICLES, e.g. HAND CARTS OR PERAMBULATORS; SLEDGES (characterised by animal propulsion B62C; propulsion of sledges by driver or engine B62M)","Loudun","86"
"eder numero 1",2,"B22F","WORKING METALLIC POWDER; MANUFACTURE OF ARTICLES FROM METALLIC POWDER; MAKING METALLIC POWDER (processes or devices for granulating materials in general B01J0002000000; making ceramics by compacting or sintering C04B","B23K","e.g. C04B0035640000; for the production of metals as such","Ambon","56"
"ederna",1,"B01D","SEPARATION (separating solids from solids by wet methods B03B",NA,NA,"Toulouse","31"
"edevice",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Merignac","33"
"edf",1,"H03M","CODING",NA,NA,"Paris","75"
"edf enr pwt",2,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Paris","92"
"edilians",1,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES",NA,NA,"Dardilly","69"
"edunovo",1,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING",NA,NA,"Paris","75"
"eel energy",2,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers",NA,NA,"Paris","75"
"eff'innov technologies",2,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000","H02J","B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000","Colombelles","14"
"efficient ip",3,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"La Garenne Colombes","92"
"effimune",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Nantes","44"
"egg-chick automated technologies",3,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Landivisiau","29"
"eggermont philippe",1,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Champagne sur Oise","95"
"egi",1,"B66C","CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES",NA,NA,"Charleville Mezieres","80"
"egidium technologies",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Orsay","91"
"egis avia",2,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)","B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS","Guyancourt","78"
"egis eau",4,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS","C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF, e.g. MORTARS, CONCRETE OR LIKE BUILDING MATERIALS; ARTIFICIAL STONE; CERAMICS (devitrified glass-ceramics C03C0010000000); REFRACTORIES (alloys based on refractory metals C22C); TREATMENT OF NATURAL STONE","Montpellier","34"
"egis rail",1,"H02G","INSTALLATION OF ELECTRIC CABLES OR LINES",NA,NA,"Lyon","69"
"egonocast",2,"H04H","BROADCAST COMMUNICATION (multiplex communication H04J; pictorial communication aspectsof broadcast systems H04N)","H04N","PICTORIAL COMMUNICATION","Paris","75"
"ehtp, entreprise hydraulique et travaux publics",2,"E21B","EARTH OR ROCK DRILLING (mining","H02G","quarrying E21C; making shafts","Saint etienne du Gres","13"
"ehw-research",2,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets","H02H","inductors","La Seyne sur Mer","83"
"eiffage construction metallique",3,"B66B","ELEVATORS; ESCALATORS OR MOVING WALKWAYS (funicular railbound systems with rigid ground-supported tracks and cable traction","F16F","e.g. cliff railways","Colombes","92"
"eiffage energie systemes - participations",1,"E21F","SAFETY DEVICES",NA,NA,"Velizy Villacoublay","78"
"eiffage infrastructures",4,"B01D","SEPARATION (separating solids from solids by wet methods B03B","C04B","B03D","Velizy Villacoublay","78"
"eiffage metal",5,"B61B","RAILWAY SYSTEMS; EQUIPMENT THEREFOR NOT OTHERWISE PROVIDED FOR (lifts or hoists",NA,NA,"Velizy Villacoublay","78"
"eiffage rail",3,"B61D","BODY DETAILS OR KINDS OF RAILWAY VEHICLES (vehicles in general B60; adaptation of vehicles to special systems B61B; underframes B61F)","B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","Neuilly sur Marne","93"
"eiffage travaux publics",8,"C08L","COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F","C08J","WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES  C08B, C08C, C08F, C08G;  or C08H; (working, e.g. shaping, of plastics B29)","Neuilly sur Marne","93"
"eilertsen, terje werner",1,"E21B","EARTH OR ROCK DRILLING (mining",NA,NA,"Courbevoie","92"
"eisen, patrick",1,"G01B","MEASURING LENGTH",NA,NA,"Ville sur Illon","88"
"eisox r&d",2,"F16K","VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING","F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES","Angers","49"
"eitl",1,"B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS",NA,NA,"Vouneuil sur Vienne","86"
"ej emea",8,"E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS",NA,NA,"Saint Crepin Ibouvillers","60"
"eker, omer faruk",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Lyon","69"
"ekim",4,"A21C","MACHINES OR EQUIPMENT FOR MAKING OR PROCESSING DOUGHS; HANDLING BAKED ARTICLES MADE FROM DOUGH","A21B","BAKERS OVENS; MACHINES OR EQUIPMENT FOR BAKING (domestic baking equipment A47J0037000000; combustion apparatus F23; domestic stoves or ranges being wholly or partly ovens F24B, F24C)
A21B0001000000	Bakers ovens","Montevrain","77"
"ekium",2,"B65B","MACHINES","B65D","APPARATUS OR DEVICES FOR","Bron","69"
"ekman, adolphe",3,"B60K","ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS; AUXILIARY DRIVES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING","B60W","AIR INTAKE","Lille","59"
"el abbouti, abdelmajid",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Bellegarde sur Valserine","12"
"el ayachi, khalid",2,"A21D","TREATMENT","A23P","e.g. PRESERVATION","Pau","64"
"el ayi, alain",1,"C02F","TREATMENT OF WATER",NA,NA,"Paris","75"
"el baroudi, jaafar",2,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus","B03C","see the relevant classes for industrial apparatus","Paris","75"
"el mahboub, radouane",2,"A61J","CONTAINERS SPECIALLY ADAPTED FOR MEDICAL OR PHARMACEUTICAL PURPOSES; DEVICES OR METHODS SPECIALLY ADAPTED FOR BRINGING PHARMACEUTICAL PRODUCTS INTO PARTICULAR PHYSICAL OR ADMINISTERING FORMS; DEVICES FOR ADMINISTERING FOOD OR MEDICINES ORALLY; BABY COMFORTERS; DEVICES FOR RECEIVING SPITTLE","A61M","DEVICES FOR INTRODUCING MEDIA INTO","Frejus","83"
"elard, emmanuel",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","H04N","e.g. G01N0033480000)","Saint Mande","94"
"elba moult",2,"B42D","BOOKS; BOOK COVERS; LOOSE LEAVES; PRINTED MATTER OF SPECIAL FORMAT OR STYLE NOT OTHERWISE PROVIDED FOR; DEVICES FOR USE THEREWITH; MOVABLE-STRIP WRITING OR READING APPARATUS (book stands A47B; reading desks A47B0019000000; book rests A47B0023000000)","B42F","SHEETS TEMPORARILY ATTACHED TOGETHER; FILING APPLIANCES; FILE CARDS; INDEXING (reading desks A47B0019000000; book rests A47B0023000000)","Chicheboville","14"
"elbe",2,"A47L","DOMESTIC WASHING OR CLEANING (brushes A46B; cleaning quantities of bottles or of other hollow articles of one kind B08B0009000000; laundry D06F); SUCTION CLEANERS IN GENERAL (cleaning in general B08)","B01F","MIXING","Ville la Grand","74"
"elbe technologies",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Saint Die des Vosges","88"
"elcabe",1,"A01J","MANUFACTURE OF DAIRY PRODUCTS (preservation",NA,NA,"Mauleon Licharre","64"
"elcom",2,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Bourgoin Jallieu","38"
"elcowa",3,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION","B08B","STERILISATION","Mulhouse","68"
"electricfil automotive",6,"F01N","GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL; GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR INTERNAL-COMBUSTION ENGINES (arrangements in connection with gas exhaust of propulsion units in vehicles B60K0013000000; combustion-air intake silencers specially adapted for",NA,NA,"Miribel","17"
"electricite de france",169,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation",NA,NA,"Paris","75"
"electricite reseau distribution france",12,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation","B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000, B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000, B60K0017140000; preventing wheel slip by reducing power in rail vehicles B61C0015080000; dynamo-electric machines H02K; control or regulation of electric motors H02P); SUPPLYING ELECTRIC POWER FOR AUXILIARY EQUIPMENT OF ELECTRICALLY-PROPELLED VEHICLES (electric coupling devices combined with mechanical couplings of vehicles B60D0001640000; electric heating for vehicles B60H0001000000); ELECTRODYNAMIC BRAKE SYSTEMS FOR VEHICLES IN GENERAL (control or regulation of electric motors H02P); MAGNETIC SUSPENSION OR LEVITATION FOR VEHICLES; MONITORING OPERATING VARIABLES OF ELECTRICALLY-PROPELLED VEHICLES; ELECTRIC SAFETY DEVICES FOR ELECTRICALLY-PROPELLED VEHICLES","Paris","92"
"electricmood",2,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000","H02K","B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000","Montreuil","93"
"electro p.j.p.",1,"H02G","INSTALLATION OF ELECTRIC CABLES OR LINES",NA,NA,"Dole","39"
"electroducer",9,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61F","e.g. G01N0033480000)","Meylan","38"
"electrolux laundry systems france",1,"D06F","LAUNDERING",NA,NA,"Rosieres pres Troyes","10"
